family_index,graph6,n,m,Delta,delta,regular,tree,families,descriptions
1865,Ns~vf~}~f{^~~}~}^~?,15,87,14,11,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.4.4
1866,Ns~vf~}~f{^o~_~_^o?,15,71,14,7,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.8
1867,Ns~vfb~~v}^w~o~o^w?,15,75,14,8,0,0,complete_multipartite,complete_multipartite:parts=1.3.4.7
1868,Ns~vfbo~~~^{~w~w^{?,15,77,14,9,0,0,complete_multipartite,complete_multipartite:parts=1.3.5.6
1869,Ns~vfbo{F_]?{?{?]??,15,47,14,4,0,0,complete_multipartite,complete_multipartite:parts=1.3.11
1870,Nsb~vrw~~~^{~w~w^{?,15,78,14,9,0,0,complete_multipartite,complete_multipartite:parts=1.4.4.6
1871,Nsb~vrw}F~~}~{~{^}?,15,79,14,10,0,0,complete_multipartite,complete_multipartite:parts=1.4.5.5
1872,Nsb~vrw}Fo^?}?}?^??,15,54,14,5,0,0,complete_multipartite,complete_multipartite:parts=1.4.10
1873,NsaF~z{~Fw^_~?~?^_?,15,59,14,6,0,0,complete_multipartite,complete_multipartite:parts=1.5.9
1874,NsaCF~}~f{^o~_~_^o?,15,62,14,7,0,0,complete_multipartite,complete_multipartite:parts=1.6.8
1875,NsaCCB~~v}^w~o~o^w?,15,63,14,8,0,0,complete_multipartite,complete_multipartite:parts=1.7.7
1876,Nr~v~z~~v~~}~~~~^~_,15,96,13,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.2.3
1877,Nr~v~z~~v~~}~{~{^}?,15,90,13,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.5
1878,Nr~v~z~~v}^~~}~}^~?,15,92,13,11,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.3.4
1879,Nr~v~z~~v}^w~o~o^w?,15,80,13,8,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.7
1880,Nr~v~z{~~~^{~~~~^~_,15,93,13,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.3.3.3
1881,Nr~v~z{~~~^{~w~w^{?,15,84,13,9,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.3.6
1882,Nr~v~z{~F~~}~{~{^}?,15,86,13,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.4.5
1883,Nr~v~z{~Fw^_~?~?^_?,15,66,13,6,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.9
1884,Nr~vf~}~f~~}~{~{^}?,15,87,13,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.3.5
1885,Nr~vf~}~f{^~~}~}^~?,15,88,13,11,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.4.4
1886,Nr~vf~}~f{^o~_~_^o?,15,72,13,7,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.8
1887,Nr~vfb~~v}^w~o~o^w?,15,76,13,8,0,0,complete_multipartite,complete_multipartite:parts=2.2.4.7
1888,Nr~vfbo~~~^{~w~w^{?,15,78,13,9,0,0,complete_multipartite,complete_multipartite:parts=2.2.5.6
1889,Nr~vfbo{F_]?{?{?]??,15,48,13,4,0,0,complete_multipartite,complete_multipartite:parts=2.2.11
1890,Ns^~vr~~v}^~~}~}^~?,15,89,13,11,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.3.4
1891,Ns^~vr~~v}^w~o~o^w?,15,77,13,8,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.7
1892,Ns^~vrw~~~^{~w~w^{?,15,80,13,9,0,0,complete_multipartite,complete_multipartite:parts=2.3.4.6
1893,Ns^~vrw}F~~}~{~{^}?,15,81,13,10,0,0,complete_multipartite,complete_multipartite:parts=2.3.5.5
1894,Ns^~vrw}Fo^?}?}?^??,15,56,13,5,0,0,complete_multipartite,complete_multipartite:parts=2.3.10
1895,Ns`~~z{~F~~}~{~{^}?,15,82,13,10,0,0,complete_multipartite,complete_multipartite:parts=2.4.4.5
1896,Ns`~~z{~Fw^_~?~?^_?,15,62,13,6,0,0,complete_multipartite,complete_multipartite:parts=2.4.9
1897,NsaB~~}~f{^o~_~_^o?,15,66,13,7,0,0,complete_multipartite,complete_multipartite:parts=2.5.8
1898,NsaCB~~~v}^w~o~o^w?,15,68,13,8,0,0,complete_multipartite,complete_multipartite:parts=2.6.7
1899,NsaCCA?_C?O?_?_?N~w,15,26,13,2,0,0,complete_multipartite,complete_multipartite:parts=2.13
1900,Ns\v~z{~~~^{~~~~^~_,15,90,12,12,1,0,complete_multipartite,complete_multipartite:parts=3.3.3.3.3
1901,Ns\v~z{~~~^{~w~w^{?,15,81,12,9,0,0,complete_multipartite,complete_multipartite:parts=3.3.3.6
1902,Ns\v~z{~F~~}~{~{^}?,15,83,12,10,0,0,complete_multipartite,complete_multipartite:parts=3.3.4.5
1903,Ns\v~z{~Fw^_~?~?^_?,15,63,12,6,0,0,complete_multipartite,complete_multipartite:parts=3.3.9
1904,Ns`zv~}~f{^~~}~}^~?,15,84,12,11,0,0,complete_multipartite,complete_multipartite:parts=3.4.4.4
1905,Ns`zv~}~f{^o~_~_^o?,15,68,12,7,0,0,complete_multipartite,complete_multipartite:parts=3.4.8
1906,NsaBzz~~v}^w~o~o^w?,15,71,12,8,0,0,complete_multipartite,complete_multipartite:parts=3.5.7
1907,NsaCB|}~~~^{~w~w^{?,15,72,12,9,0,0,complete_multipartite,complete_multipartite:parts=3.6.6
1908,NsaCCA?_C?O?_?^~n~o,15,36,12,3,0,0,complete_multipartite,complete_multipartite:parts=3.12
1909,Ns`zrr~~v}^w~o~o^w?,15,72,11,8,0,0,complete_multipartite,complete_multipartite:parts=4.4.7
1910,NsaBzx{~~~^{~w~w^{?,15,74,11,9,0,0,complete_multipartite,complete_multipartite:parts=4.5.6
1911,NsaCCA?_C?O?^~^~N~_,15,44,11,4,0,0,complete_multipartite,complete_multipartite:parts=4.11
1912,NsaBzx{^F~~}~{~{^}?,15,75,10,10,1,0,complete_multipartite,complete_multipartite:parts=5.5.5
1913,NsaCCA?_C?N~^}^}N~?,15,50,10,5,0,0,complete_multipartite,complete_multipartite:parts=5.10
1914,NsaCCA?_B~n}^{^{N}?,15,54,9,6,0,0,complete_multipartite,complete_multipartite:parts=6.9
1915,NsaCCA?^z~N{^w^wN{?,15,56,8,7,0,0,complete_multipartite,complete_multipartite:parts=7.8
1916,O~~~~~~~~~~~~~~~~~~~~,16,120,15,15,1,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1
1917,O~~~~~~~~~~~~~~~~~~~},16,119,15,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.1.1.2
1918,O~~~~~~~~~~~~~~~~~v~{,16,117,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.1.3
1919,O~~~~~~~~~~~~~~~^~~~},16,118,15,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.2.2
1920,O~~~~~~~~~~~~~~~^~f~w,16,114,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.1.4
1921,O~~~~~~~~~~~~}~~~~v~{,16,116,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.2.3
1922,O~~~~~~~~~~~~}~}^~F~o,16,110,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.1.5
1923,O~~~~~~~~~~}~~~~^~~~},16,117,15,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.2.2.2
1924,O~~~~~~~~~~}~~~~^~f~w,16,113,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.2.4
1925,O~~~~~~~~~~}~{~~~~v~{,16,114,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.3.3
1926,O~~~~~~~~~~}~{~{^}F~_,16,105,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.1.6
1927,O~~~~~~~~~^~~}~~~~v~{,16,115,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.2.2.3
1928,O~~~~~~~~~^~~}~}^~F~o,16,109,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.2.5
1929,O~~~~~~~~~^{~~~~^~f~w,16,111,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.3.4
1930,O~~~~~~~~~^{~w~w^{F~?,16,99,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.1.7
1931,O~~~~~~~v~~}~~~~^~~~},16,116,15,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.2.2.2.2
1932,O~~~~~~~v~~}~~~~^~f~w,16,112,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.2.2.4
1933,O~~~~~~~v~~}~{~~~~v~{,16,113,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.2.3.3
1934,O~~~~~~~v~~}~{~{^}F~_,16,104,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.2.6
1935,O~~~~~~~v}^~~}~}^~F~o,16,107,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.3.5
1936,O~~~~~~~v}^w~~~~^~f~w,16,108,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.4.4
1937,O~~~~~~~v}^w~o~o^wF}?,16,92,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.1.8
1938,O~~~~~}~~~^~~}~~~~v~{,16,114,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.2.2.3
1939,O~~~~~}~~~^~~}~}^~F~o,16,108,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.2.5
1940,O~~~~~}~~~^{~~~~^~f~w,16,110,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.3.4
1941,O~~~~~}~~~^{~w~w^{F~?,16,98,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.2.7
1942,O~~~~~}~f~~}~{~~~~v~{,16,111,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.3.3.3
1943,O~~~~~}~f~~}~{~{^}F~_,16,102,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.3.6
1944,O~~~~~}~f{^~~}~}^~F~o,16,104,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.4.5
1945,O~~~~~}~f{^o~_~_^oF{?,16,84,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.1.9
1946,O~~~~z~~v~~}~~~~^~~~},16,115,15,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.2.2.2.2
1947,O~~~~z~~v~~}~~~~^~f~w,16,111,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.2.2.4
1948,O~~~~z~~v~~}~{~~~~v~{,16,112,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.2.3.3
1949,O~~~~z~~v~~}~{~{^}F~_,16,103,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.2.6
1950,O~~~~z~~v}^~~}~}^~F~o,16,106,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.3.5
1951,O~~~~z~~v}^w~~~~^~f~w,16,107,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.4.4
1952,O~~~~z~~v}^w~o~o^wF}?,16,91,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.2.8
1953,O~~~~z{~~~^{~~~~^~f~w,16,108,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.3.3.4
1954,O~~~~z{~~~^{~w~w^{F~?,16,96,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.3.7
1955,O~~~~z{~F~~}~{~{^}F~_,16,99,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.4.6
1956,O~~~~z{~Fw^~~}~}^~F~o,16,100,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.5.5
1957,O~~~~z{~Fw^_~?~?^_Fw?,16,75,15,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.1.10
1958,O~~~v~}~~~^~~}~~~~v~{,16,113,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.2.2.3
1959,O~~~v~}~~~^~~}~}^~F~o,16,107,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.2.5
1960,O~~~v~}~~~^{~~~~^~f~w,16,109,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.3.4
1961,O~~~v~}~~~^{~w~w^{F~?,16,97,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.2.7
1962,O~~~v~}~f~~}~{~~~~v~{,16,110,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.3.3.3
1963,O~~~v~}~f~~}~{~{^}F~_,16,101,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.3.6
1964,O~~~v~}~f{^~~}~}^~F~o,16,103,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.4.5
1965,O~~~v~}~f{^o~_~_^oF{?,16,83,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.2.9
1966,O~~~vr~~v}^~~}~}^~F~o,16,104,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.3.3.5
1967,O~~~vr~~v}^w~~~~^~f~w,16,105,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.3.4.4
1968,O~~~vr~~v}^w~o~o^wF}?,16,89,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.3.8
1969,O~~~vrw~~~^{~w~w^{F~?,16,93,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.4.7
1970,O~~~vrw}F~~}~{~{^}F~_,16,95,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.5.6
1971,O~~~vrw}Fo^?}?}?^?Fo?,16,65,15,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.1.11
1972,O~~v~z~~v~~}~~~~^~~~},16,114,15,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.2.2.2.2
1973,O~~v~z~~v~~}~~~~^~f~w,16,110,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.2.2.4
1974,O~~v~z~~v~~}~{~~~~v~{,16,111,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.2.3.3
1975,O~~v~z~~v~~}~{~{^}F~_,16,102,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.2.6
1976,O~~v~z~~v}^~~}~}^~F~o,16,105,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.3.5
1977,O~~v~z~~v}^w~~~~^~f~w,16,106,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.4.4
1978,O~~v~z~~v}^w~o~o^wF}?,16,90,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.2.8
1979,O~~v~z{~~~^{~~~~^~f~w,16,107,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.3.3.4
1980,O~~v~z{~~~^{~w~w^{F~?,16,95,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.3.7
1981,O~~v~z{~F~~}~{~{^}F~_,16,98,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.4.6
1982,O~~v~z{~Fw^~~}~}^~F~o,16,99,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.5.5
1983,O~~v~z{~Fw^_~?~?^_Fw?,16,74,15,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.2.10
1984,O~~vf~}~f~~}~{~~~~v~{,16,108,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3.3.3.3
1985,O~~vf~}~f~~}~{~{^}F~_,16,99,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3.3.6
1986,O~~vf~}~f{^~~}~}^~F~o,16,101,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3.4.5
1987,O~~vf~}~f{^o~_~_^oF{?,16,81,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.3.9
1988,O~~vfb~~v}^w~~~~^~f~w,16,102,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.4.4.4
1989,O~~vfb~~v}^w~o~o^wF}?,16,86,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.4.8
1990,O~~vfbo~~~^{~w~w^{F~?,16,89,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.5.7
1991,O~~vfbo{F~~}~{~{^}F~_,16,90,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.6.6
1992,O~~vfbo{F_]?{?{?]?F_?,16,54,15,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.1.12
1993,O~z~v~}~~~^~~}~~~~v~{,16,112,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.2.2.3
1994,O~z~v~}~~~^~~}~}^~F~o,16,106,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.2.5
1995,O~z~v~}~~~^{~~~~^~f~w,16,108,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.3.4
1996,O~z~v~}~~~^{~w~w^{F~?,16,96,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.2.7
1997,O~z~v~}~f~~}~{~~~~v~{,16,109,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.3.3.3
1998,O~z~v~}~f~~}~{~{^}F~_,16,100,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.3.6
1999,O~z~v~}~f{^~~}~}^~F~o,16,102,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.4.5
2000,O~z~v~}~f{^o~_~_^oF{?,16,82,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.2.9
2001,O~z~vr~~v}^~~}~}^~F~o,16,103,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.3.3.5
2002,O~z~vr~~v}^w~~~~^~f~w,16,104,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.3.4.4
2003,O~z~vr~~v}^w~o~o^wF}?,16,88,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.3.8
2004,O~z~vrw~~~^{~w~w^{F~?,16,92,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.4.7
2005,O~z~vrw}F~~}~{~{^}F~_,16,94,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.5.6
2006,O~z~vrw}Fo^?}?}?^?Fo?,16,64,15,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.2.11
2007,O~zf~z{~~~^{~~~~^~f~w,16,105,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.3.3.3.4
2008,O~zf~z{~~~^{~w~w^{F~?,16,93,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.3.3.7
2009,O~zf~z{~F~~}~{~{^}F~_,16,96,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.3.4.6
2010,O~zf~z{~Fw^~~}~}^~F~o,16,97,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.3.5.5
2011,O~zf~z{~Fw^_~?~?^_Fw?,16,72,15,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.3.10
2012,O~zfF~}~f{^~~}~}^~F~o,16,98,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.4.4.5
2013,O~zfF~}~f{^o~_~_^oF{?,16,78,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.4.9
2014,O~zfFB~~v}^w~o~o^wF}?,16,82,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.5.8
2015,O~zfFB_~~~^{~w~w^{F~?,16,84,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.6.7
2016,O~zfFB_wF?[?w?w?[?F??,16,42,15,3,0,0,complete_multipartite,complete_multipartite:parts=1.1.1.13
2017,O}~v~z~~v~~}~~~~^~~~},16,113,15,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.2.2.2.2.2
2018,O}~v~z~~v~~}~~~~^~f~w,16,109,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.2.2.2.4
2019,O}~v~z~~v~~}~{~~~~v~{,16,110,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.2.2.3.3
2020,O}~v~z~~v~~}~{~{^}F~_,16,101,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.2.2.6
2021,O}~v~z~~v}^~~}~}^~F~o,16,104,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.2.3.5
2022,O}~v~z~~v}^w~~~~^~f~w,16,105,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.2.4.4
2023,O}~v~z~~v}^w~o~o^wF}?,16,89,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.2.8
2024,O}~v~z{~~~^{~~~~^~f~w,16,106,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.3.3.4
2025,O}~v~z{~~~^{~w~w^{F~?,16,94,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.3.7
2026,O}~v~z{~F~~}~{~{^}F~_,16,97,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.4.6
2027,O}~v~z{~Fw^~~}~}^~F~o,16,98,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.5.5
2028,O}~v~z{~Fw^_~?~?^_Fw?,16,73,15,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.2.10
2029,O}~vf~}~f~~}~{~~~~v~{,16,107,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.3.3.3.3
2030,O}~vf~}~f~~}~{~{^}F~_,16,98,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.3.3.6
2031,O}~vf~}~f{^~~}~}^~F~o,16,100,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.3.4.5
2032,O}~vf~}~f{^o~_~_^oF{?,16,80,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.3.9
2033,O}~vfb~~v}^w~~~~^~f~w,16,101,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.4.4.4
2034,O}~vfb~~v}^w~o~o^wF}?,16,85,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.4.8
2035,O}~vfbo~~~^{~w~w^{F~?,16,88,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.5.7
2036,O}~vfbo{F~~}~{~{^}F~_,16,89,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.6.6
2037,O}~vfbo{F_]?{?{?]?F_?,16,53,15,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.12
2038,O}r~vr~~v}^~~}~}^~F~o,16,101,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.3.3.5
2039,O}r~vr~~v}^w~~~~^~f~w,16,102,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.3.4.4
2040,O}r~vr~~v}^w~o~o^wF}?,16,86,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.3.8
2041,O}r~vrw~~~^{~w~w^{F~?,16,90,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.4.7
2042,O}r~vrw}F~~}~{~{^}F~_,16,92,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.5.6
2043,O}r~vrw}Fo^?}?}?^?Fo?,16,62,15,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.11
2044,O}rF~z{~F~~}~{~{^}F~_,16,93,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.4.4.6
2045,O}rF~z{~Fw^~~}~}^~F~o,16,94,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.4.5.5
2046,O}rF~z{~Fw^_~?~?^_Fw?,16,69,15,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.4.10
2047,O}rEF~}~f{^o~_~_^oF{?,16,74,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.5.9
2048,O}rEEB~~v}^w~o~o^wF}?,16,77,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.6.8
2049,O}rEEB?~~~^{~w~w^{F~?,16,78,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.7.7
2050,O}rEEB?oE?W?o?o?W?E??,16,29,15,2,0,0,complete_multipartite,complete_multipartite:parts=1.1.14
2051,Ovz~v~}~~~^~~}~~~~v~{,16,111,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.2.2.3
2052,Ovz~v~}~~~^~~}~}^~F~o,16,105,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.2.5
2053,Ovz~v~}~~~^{~~~~^~f~w,16,107,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.3.4
2054,Ovz~v~}~~~^{~w~w^{F~?,16,95,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.7
2055,Ovz~v~}~f~~}~{~~~~v~{,16,108,15,13,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.3.3.3
2056,Ovz~v~}~f~~}~{~{^}F~_,16,99,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.3.6
2057,Ovz~v~}~f{^~~}~}^~F~o,16,101,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.4.5
2058,Ovz~v~}~f{^o~_~_^oF{?,16,81,15,7,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.9
2059,Ovz~vr~~v}^~~}~}^~F~o,16,102,15,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.3.3.5
2060,Ovz~vr~~v}^w~~~~^~f~w,16,103,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.3.4.4
2061,Ovz~vr~~v}^w~o~o^wF}?,16,87,15,8,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.3.8
2062,Ovz~vrw~~~^{~w~w^{F~?,16,91,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.4.7
2063,Ovz~vrw}F~~}~{~{^}F~_,16,93,15,10,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.5.6
2064,Ovz~vrw}Fo^?}?}?^?Fo?,16,63,15,5,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.11
2065,Ovzf~z{~~~^{~~~~^~f~w,16,104,15,12,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.3.3.4
2066,Ovzf~z{~~~^{~w~w^{F~?,16,92,15,9,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.3.7
