global_pair_index,g6_G,g6_H,n_G,n_H,bb_gt,ilp_gt,bb_gd,ilp_gd,cartesian_witness_ok,direct_witness_ok,agree,gt_status,gd_status
1642,DEk,DF{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1643,DEk,DQo,5,5,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1644,DEk,DQw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1645,DEk,DQ{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1646,DEk,DTw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1647,DEk,DT{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1648,DEk,DUW,5,5,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1649,DEk,DUw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1650,DEk,DU{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1651,DEk,DV{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1652,DEk,D]w,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1653,DEk,D]{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1654,DEk,D^{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1655,DEk,D~{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1706,DEk,EEio,5,6,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1711,DEk,EElw,5,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1768,DEw,DEw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1769,DEw,DE{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1770,DEw,DFw,5,5,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1771,DEw,DF{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1772,DEw,DQo,5,5,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1773,DEw,DQw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1774,DEw,DQ{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1775,DEw,DTw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1776,DEw,DT{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1777,DEw,DUW,5,5,7,7,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1778,DEw,DUw,5,5,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1779,DEw,DU{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1780,DEw,DV{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1781,DEw,D]w,5,5,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1782,DEw,D]{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1783,DEw,D^{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1784,DEw,D~{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1792,DEw,E?rw,5,6,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1822,DEw,ECxo,5,6,7,7,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1827,DEw,ECzw,5,6,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1897,DE{,DE{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1898,DE{,DFw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1899,DE{,DF{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1900,DE{,DQo,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1901,DE{,DQw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1902,DE{,DQ{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1903,DE{,DTw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1904,DE{,DT{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1905,DE{,DUW,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1906,DE{,DUw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1907,DE{,DU{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1908,DE{,DV{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1909,DE{,D]w,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1910,DE{,D]{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1911,DE{,D^{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1912,DE{,D~{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1918,DE{,E?qw,5,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1944,DE{,ECrg,5,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1967,DE{,EEjw,5,6,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
1997,DE{,EQzo,5,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2007,DE{,EUZO,5,6,6,6,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2015,DE{,EU~w,5,6,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2025,DFw,DFw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2026,DFw,DF{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2027,DFw,DQo,5,5,7,7,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2028,DFw,DQw,5,5,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2029,DFw,DQ{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2030,DFw,DTw,5,5,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2031,DFw,DT{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2032,DFw,DUW,5,5,6,6,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2033,DFw,DUw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2034,DFw,DU{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2035,DFw,DV{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2036,DFw,D]w,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2037,DFw,D]{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2038,DFw,D^{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2039,DFw,D~{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2052,DFw,E?~o,5,6,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2109,DFw,EE~w,5,6,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2150,DFw,E^~w,5,6,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2152,DF{,DF{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2153,DF{,DQo,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2154,DF{,DQw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2155,DF{,DQ{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2156,DF{,DTw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2157,DF{,DT{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2158,DF{,DUW,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2159,DF{,DUw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2160,DF{,DU{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2161,DF{,DV{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2162,DF{,D]w,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2163,DF{,D]{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2164,DF{,D^{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2165,DF{,D~{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2254,DF{,ETno,5,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2263,DF{,EUZw,5,6,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2278,DQo,DQo,5,5,9,9,8,8,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2279,DQo,DQw,5,5,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2280,DQo,DQ{,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2281,DQo,DTw,5,5,8,8,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2282,DQo,DT{,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2283,DQo,DUW,5,5,8,8,7,7,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2284,DQo,DUw,5,5,7,7,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2285,DQo,DU{,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2286,DQo,DV{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2287,DQo,D]w,5,5,7,7,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2288,DQo,D]{,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2289,DQo,D^{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2290,DQo,D~{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2294,DQo,E?ow,5,6,10,10,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2341,DQo,EEio,5,6,9,9,8,8,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2378,DQo,EQ~w,5,6,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2403,DQw,DQw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2404,DQw,DQ{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2405,DQw,DTw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2406,DQw,DT{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2407,DQw,DUW,5,5,7,7,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2408,DQw,DUw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2409,DQw,DU{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2410,DQw,DV{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2411,DQw,D]w,5,5,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2412,DQw,D]{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2413,DQw,D^{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2414,DQw,D~{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2477,DQw,EEvo,5,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2482,DQw,EEzo,5,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2527,DQ{,DQ{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2528,DQ{,DTw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2529,DQ{,DT{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2530,DQ{,DUW,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2531,DQ{,DUw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2532,DQ{,DU{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2533,DQ{,DV{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2534,DQ{,D]w,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2535,DQ{,D]{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2536,DQ{,D^{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2537,DQ{,D~{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2636,DQ{,EUxo,5,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2650,DTw,DTw,5,5,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2651,DTw,DT{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2652,DTw,DUW,5,5,7,7,6,6,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2653,DTw,DUw,5,5,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2654,DTw,DU{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2655,DTw,DV{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2656,DTw,D]w,5,5,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2657,DTw,D]{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2658,DTw,D^{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2659,DTw,D~{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2694,DTw,ECuw,5,6,7,7,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2705,DTw,EEhW,5,6,8,8,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2706,DTw,EEh_,5,6,8,8,8,8,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2739,DTw,EQjw,5,6,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2772,DT{,DT{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2773,DT{,DUW,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2774,DT{,DUw,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2775,DT{,DU{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2776,DT{,DV{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2777,DT{,D]w,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2778,DT{,D]{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2779,DT{,D^{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2780,DT{,D~{,5,5,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2807,DT{,ECfo,5,6,6,6,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2870,DT{,ETnw,5,6,5,5,3,3,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2893,DUW,DUW,5,5,8,8,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2894,DUW,DUw,5,5,7,7,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2895,DUW,DU{,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2896,DUW,DV{,5,5,5,5,4,4,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2897,DUW,D]w,5,5,6,6,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
2898,DUW,D]{,5,5,5,5,5,5,1,1,1,Optimization terminated successfully. (HiGHS Status 7: Optimal),Optimization terminated successfully. (HiGHS Status 7: Optimal)
